outlet_id,st_id,st_code,outlet_name,display_name,address,city_id,latitude,longitude,store_type,store_concept,open_time,close_time,delivery_open,delivery_close,delivery_distance_m,status,is_open,gmaps_url,phone,country
FC_0023,438,DSHMK,Fore Coffee Bandara Sultan Hasanuddin-Departure,Bandara Sultan Hasanuddin-Departure,"Fore Coffee Bandara Sultan hasanuddin-Departure - Jalan Airport No.1, Kec. Mandai, Kabupaten Maros, Sulawesi Selatan 90552",12,-5.07761,119.5493,pickup_only,store,05:00,21:00,,,5000,active,True,https://maps.app.goo.gl/BdNHCRU5JR1WRQpv7,81944216520,Indonesia
FC_0024,182,Fore Bandung Indah Plaza,Fore Coffee Bandung Indah Plaza,Bandung Indah Plaza,"Fore Coffee - Jl. Merdeka No.56, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115 (Lantai GF samping Starbucks)",8,-6.908936,107.610934,all,store,10:00,21:00,10:00,20:00,5000,active,True,https://g.page/bip_bdg?share,8881030358,Indonesia
FC_0025,280,BJRBR,Fore Coffee Banjarbaru,Banjarbaru,Fore Coffee - Jalan Ahmad Yani Km 33 Loktabat Utara,38,-3.4407383,114.8477946,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://goo.gl/maps/HRugjkLxnoBwKMQx8,88978635655,Indonesia
FC_0026,462,BSKM,Fore Coffee Basko Mall Padang,Basko Mall Padang,"Fore Coffee - Jl.By pas km 9.5 , kota padang",29,-0.9155556,100.3952584,all,store,09:00,22:00,09:00,21:00,5000,active,True,https://maps.app.goo.gl/7ZH2fzpsEP5nRErAA?g_st=ipc,88297302018,Indonesia
FC_0027,444,BBLBL,Fore Coffee Batu Bulan Bali,Batu Bulan Bali,"Fore Coffee Batu Bulan PG - Jl. Raya Batubulan No.75, Batubulan, Kec. Sukawati, Kabupaten Gianyar, Bali 80582",45,-8.6223725,115.2562543,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/DXcu46GjxPm9gKFa6,81944216524,Indonesia
FC_0028,398,BAYWK,Fore Coffee Baywalk Mall,Baywalk Mall,"Fore Coffee BAYWALK MALL -  Apartment Green Bay Pluit, RT.20/RW.2, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,-6.107556,106.778954,all,store,10:00,21:45,10:00,20:00,5000,active,True,https://maps.app.goo.gl/8DEShLjXhoM8fHSx7,88973609267,Indonesia
FC_0029,545,BEIJB,Fore Coffee BEI Jawa Barat,BEI Jawa Barat,"Fore Coffee BEI Jawa Barat - BEI, Jl. Khp Hasan Mustopa No.33, Neglasari, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40124",4,-6.8986659,107.6380686,all,store,07:00,22:00,07:00,21:00,5000,coming_soon,False,https://maps.app.goo.gl/eKGGxLnr8teothUp7,88975974652,Indonesia
FC_0030,340,BMBKL,Fore Coffee Bencoolen,Bencoolen,"Fore Coffee Bencoolen -  Jl. Pariwisata No.1, Penurunan, Kec. Ratu Samban, Kota Bengkulu, Bengkulu",50,-3.8115102,102.2682078,all,store,10:00,22:00,10:00,21:00,5000,active,True,https://maps.app.goo.gl/jDmtzi9AayBQYJJu5,8881049847,Indonesia
FC_0031,286,BNDHL,Fore Coffee Bendungan Hilir,Bendungan Hilir,"Fore Coffee - Jl. Bendungan Hilir Blok Beringin No. 74 RT 01/RW 02, Kel. Bendungan Hilir, Kec. Tanah Abang, Kota Jakarta Pusat",1,-6.2123234,106.8124717,all,store,07:00,23:00,07:00,22:00,5000,active,True,https://goo.gl/maps/GTqYJCLpfRAMpWzk9,88978081932,Indonesia
FC_0032,517,BGKG,Fore Coffee Bengkong Batam,Bengkong Batam,"Fore Coffee Bengkong Batam - Komplek Golden Prawn, RT.005/RW.16, Kel. Tanjung Buntung, Kec, Bengkong, Kota Batam, Prov,. Kepulauan Riau",22,1.159897,104.038963,all,store,08:00,23:00,08:00,22:00,5000,active,True,https://maps.app.goo.gl/DQZGDJBgkn2yzn7H9,88975974647,Indonesia
FC_0033,362,BGJMS,"Fore Coffee BG Junction Mall, Surabaya","BG Junction Mall, Surabaya","Fore Coffee BG Junction Mall, Surabaya - Jl. Bubutan No.1-7, Bubutan, Kec. Bubutan, Surabaya, Jawa Timur 60174",3,-7.2553559,112.7337931,all,store,07:00,23:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/BjYwQZDKVhWepyrr8,8881051334,Indonesia
FC_0034,549,BYRSM,Fore Coffee Bhayangkara Samarinda,Bhayangkara Samarinda,"Fore Coffee Bhayangkara Samarinda - Jl. Bhayangkara No.33, Bugis, Kec. Samarinda Kota, Kota Samarinda, Kalimantan Timur 75121",14,-0.4939506,117.1442021,all,store,07:00,22:00,07:00,21:00,5000,coming_soon,False,https://maps.app.goo.gl/DzwqTYxPAJssSveLA,88975974682,Indonesia
FC_0035,194,Fore Coffee Big Mall,Fore Coffee Big Mall,Big Mall,"Fore Coffee - Jl. Untung Suropati No.08, Karang Asam Ulu, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75243 (Lantai UG dekat dengan Giordana)",14,-0.5256944,117.1143669,pickup_only,store,10:00,22:00,,,5000,active,True,https://goo.gl/maps/ZGgJGBZGb3jrkqXF8,88973646070,Indonesia
FC_0036,222,Fore Coffee Binjai Super Mall,Fore Coffee Binjai Super Mall,Binjai Super Mall,"Fore Coffee - Binjai Super Mall, Jalan Soekarno Hatta No.14, Unit G-0140, kel. Timbang Langkat, kec. Binjai Timur, Kota Binjai, Sumatera Utara 20735",26,3.607919232920004,98.49629534148258,all,store,10:00,22:00,10:00,21:00,5000,active,True,https://goo.gl/maps/z4p1BgJLLQsVeMVZA,8881041794,Indonesia
FC_0037,310,BINEX,Fore Coffee Bintaro Exchange,Bintaro Exchange,"Fore Coffee Bintaro Exchange - CBD Bintaro Jaya, Jalan Sektor VII No.2, Pd. Jaya, Kec. Pd. Aren, Kota Tangerang, Banten 15227 (lantai LG unit 139)",44,-6.2867597,106.72783,all,store,09:00,22:00,10:00,21:00,5000,active,True,https://maps.app.goo.gl/Xt3phyZaG6jFNeCdA,8881021379,Indonesia
FC_0038,285,BTRSL,Fore Coffee Bintaro Sektor 5,Bintaro Sektor 5,"Fore Coffee - Jl. Puter I Blok ED.1 No. 6, Bintaro Jaya Sektor V, Kel. Jurang Mangu Timur, Kec. Pondok Aren, Kota Tangerang Selatan",2,-6.270047,106.7308363,all,store,07:00,23:00,07:00,22:30,5000,active,True,https://goo.gl/maps/r92Lu5zFCQ1yFx4L8,88978092383,Indonesia
FC_0039,375,BTRS9,Fore Coffee Bintaro Sektor 9,Bintaro Sektor 9,"Fore Coffee - Bintaro Sektor 9, Jalan Utama Bintaro Sektor 9 Kasuari I No.16, Blok A6, Pondok Pucung, Pondok Aren, Tanggerang Selatan, Banten 15229",2,-6.2807479,106.7102448,all,store,07:00,23:00,07:00,22:30,5000,active,True,https://maps.app.goo.gl/KXsurtTdudoUHntG6,88973609263,Indonesia
FC_0040,353,DPSDM,Fore Coffee Boarding Domestic I Gusti Ngurah Rai,Boarding Domestic I Gusti Ngurah Rai,"Fore Coffee Boarding Domestic I Gusti Ngurah Rai - Gate 2, Domestic Departure, Tuban, Kuta, Badung Regency, Bali 80361",45,-8.7446151,115.1595184,pickup_only,store,05:00,21:00,,,5000,active,True,https://maps.app.goo.gl/DdwK74HgiFPF3rcc8,8881051322,Indonesia
FC_0041,470,CBDS,Fore Coffee Borobudur Karawaci,Borobudur Karawaci,"Fore Coffee Borobudur Karawaci-Jl. Borobudur Raya No.3-5, RT.002/RW.012, Cibodas Baru, Kec. Cibodas, Kota Tangerang, Banten 15138",24,-6.215434,106.601881,all,store,07:00,22:00,07:00,22:00,5000,active,True,https://goo.gl/maps/W6BuobCARHZGbMp59,88297302030,Indonesia
FC_0042,371,BUARN,Fore Coffee Buaran,Buaran,"Fore Coffee Buaran - Jl. Radin Inten II No.6, RT.8/RW.15, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 15310",1,-6.2206269,106.9237433,all,store,07:00,23:00,07:00,23:00,5000,active,True,https://maps.app.goo.gl/NhMbB5bhBxp3XKGv5,88973609259,Indonesia
FC_0043,469,BKTG,Fore Coffee Bukittinggi,Bukittinggi,"Fore Coffee Bukittinggi - Jalan Raya Bukit Tinggi, Taluak Ampek Suku, Banuhampu, Kabupaten Agam, Sumatera Barat",29,-0.326441,100.3796864,all,store,08:00,23:00,08:00,21:00,5000,active,True,https://maps.app.goo.gl/UxoPVnsAthVeEV1u8,81944216482,Indonesia
FC_0044,401,BKLMB,"Fore Coffee Bung Karno, Lombok","Bung Karno, Lombok","Fore Coffee Bung Karno, Lombok -  Jl. Bung Karno, Pagesangan Tim., Kec. Mataram, Kota Mataram, Nusa Tenggara Barat (samping mie gacoan)",57,-8.5960632,116.1128753,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/us5X8DVVPpbJRdef7,81944217640,Indonesia
FC_0045,508,CAMAN,Fore Coffee Caman Bekasi,Caman Bekasi,"Fore Coffee  Caman Bekasi - Jl. Caman Raya No.129, RT.007/RW.003, Jatibening, Kec. Pd. Gede, Kota Bks, Jawa Barat 17412",7,-6.26056,106.94806,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/aXeCAJ2YVxYFv1Lx8,88975974689,Indonesia
FC_0046,207,Fore Coffee Cempaka Putih,Fore Coffee Cempaka Putih,Cempaka Putih,"Fore Coffee - Jl. Cempaka Putih Raya No.12B, RT.7/RW.8, Cemp. Putih Tim., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10510",1,-6.176179,106.871308,all,store,08:00,22:00,08:00,21:00,5000,active,True,https://goo.gl/maps/dR43usXUNGZ21Fru5,88973646059,Indonesia
FC_0047,279,Central Park Jakarta,Fore Coffee Central Park,Central Park,"Fore Coffee - Jl. Letjen S. Parman No. Kav.28, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, DKI Jakarta 11470 (Lantai 2 Dekat MINISO)",1,-6.177101930259089,106.79072593955804,all,store,10:00,22:00,10:00,21:00,5000,active,True,https://goo.gl/maps/5gPwssDfWBfbwsNLA,8881075994,Indonesia
FC_0048,460,CTP2,Fore Coffee Central Park 2,Central Park 2,"Fore Coffee-RT.15/RW.5, South Tanjung Duren, Kec. Kb. Jeruk, West Jakarta City, Jakarta 11470,  Lt. 1",1,-6.1752213,106.7903039,all,store,10:00,22:00,10:00,21:00,5000,active,True,https://maps.app.goo.gl/2s2wP8nDmTcr8SEAA,88297302010,Indonesia
FC_0049,295,Cibinong City Mall,Fore Coffee Cibinong City Mall,Cibinong City Mall,"Fore Coffee - Cibinong City Mall, Jl. Tegar Beriman, Pakansari, Cibinong, Bogor Regency, West Java 16915",10,-6.4842002,106.8423123,all,store,10:00,22:00,10:00,21:00,5000,active,True,https://maps.app.goo.gl/dWtCXPhwv3VvezgA6,88909000951,Indonesia
FC_0050,15,Fore Coffee Cibis,Fore Coffee Cibis,Cibis,"Fore Coffee - Cilandak Business Square Jl. TB Simatupang No.2, Cilandak Tim, Pasar Minggu, Jakarta Selatan",1,-6.2945867,106.8138054,all,grab_and_go,07:00,19:00,07:00,18:00,5000,active,True,https://goo.gl/maps/1rJa8dJP3eq7fQhd9,88978449245,Indonesia
FC_0051,97,Fore Coffee Cibubur Junction,Fore Coffee Cibubur Junction,Cibubur Junction,"Fore Coffee - Jl. Jambore, Cibubur, Ciracas, Kota Jakarta Timur",1,-6.369248,106.894195,all,leisure,10:00,22:00,10:00,21:00,5000,active,True,https://goo.gl/maps/Nwd9NkFVQjmScoyr5,8881030192,Indonesia
FC_0052,153,Cideng,Fore Coffee Cideng,Cideng,"Fore Coffee - Jl. Cideng Timur No. 59, Jakarta Pusat . Suan Thai - lantai 1(lantai dasar), sebelah Fave Hotel",1,-6.173299,106.811619,all,grab_and_go,07:00,21:00,07:00,20:00,5000,active,True,https://goo.gl/maps/FRGtmk65oBK2E61P7,8881594185,Indonesia
FC_0053,177,Fore Coffee Cihampelas Walk,Fore Coffee Cihampelas Walk,Cihampelas Walk,"Fore Coffee - Jl. Cihampelas No. 160, Bandung 40131. GF - 15A, 16A / Ground Floor",8,-6.893394,107.6031595,all,store,09:00,22:00,09:00,21:00,5000,active,True,https://goo.gl/maps/rohvMVVv5uUXpmQX8,82130536647,Indonesia
FC_0054,506,CJNG,Fore Coffee Cijantung,Cijantung,"Fore Coffee Cijantung - Jl. Raya Bogor KM. 24 Cijantung Pasar Rebo  Jakarta Timur, DKI Jakarta, Indonesia 13770",1,-6.311771,106.861275,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/K4ncshdKKG5EVGqZ6,88975974693,Indonesia
FC_0055,237,Fore Coffee Cikini,Fore Coffee Cikini,Cikini,"Fore Coffee - Unit GF-02 - 02A, Jalan Cikini Raya No.75 RT1/RW2 Cikini, Kecamatan Menteng, Jakarta Pusat, DKI Jakarta 10330",1,-6.1914825,106.8387527,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://goo.gl/maps/sRv1H5Y5ovj7umT67,88707732647,Indonesia
FC_0056,405,CLDG,Fore Coffee Ciledug,Ciledug,"Fore coffee Ciledug - Jalan Hos Cokroaminoto Ciledug Raya  No 30E, RT 003 RW 04, Kel. Larangan Indah, Kec. Larangan, Tangerang",24,-6.2320267,106.7298366,all,store,07:00,23:00,07:00,22:00,5000,active,True,https://maps.app.goo.gl/McqVnA7hD4CTuBXs5,8881026167,Indonesia
FC_0057,258,Fore Coffee Cimahi Bandung,"Fore Coffee Cimahi, Bandung","Cimahi, Bandung","Fore Coffee - Jl. Jend. H. Amir Machmud No.429, Cigugur Tengah, Kec. Cimahi Tengah, Kota Cimahi, Jawa Barat 40523",8,-6.879586686927342,107.55013795583676,all,store,07:00,23:00,07:00,22:00,5000,active,True,https://goo.gl/maps/J9QVGREG5EjyvBhJ8,88978053051,Indonesia
FC_0058,450,CIOMS,Fore Coffee Ciomas Bogor,Ciomas Bogor,"Fore Coffee Ciomas Bogor - Jl. Aria Surialaga No.4, RT.01/RW.05, Pasirkuda, Kec. Bogor Bar., Kota Bogor, Jawa Barat 16119",10,-6.601526,106.779411,all,store,07:00,23:00,07:00,22:00,5000,active,True,https://maps.app.goo.gl/a5V6SdjQEcQZ9EWY6,87841191096,Indonesia
FC_0059,10,Fore Coffee Cipete,Fore Coffee Cipete,Cipete,"Fore Coffee - Jl. Cipete Raya No.2A, Cilandak, Jakarta Selatan",1,-6.277201,106.797937,all,store,07:00,23:00,07:00,22:00,5000,active,True,https://goo.gl/maps/bukT89Y37BCPodgj8,8881029543,Indonesia
FC_0060,327,CIPLZ,Fore Coffee Ciplaz Garut,Ciplaz Garut,"Fore Ciplaz Garut - Jl. Guntur, Pakuwon, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44118. Ground Floor, Unit GF - B012",46,-7.211495,107.900482,all,store,09:00,22:00,09:00,21:00,5000,active,True,https://maps.app.goo.gl/jfYF6L4SQoCnxFdk9?g_st=iw,8881021341,Indonesia
FC_0061,217,Fore Coffee Cipondoh,Fore Coffee Cipondoh,Cipondoh,"Fore Coffee Cipondoh - Jl. KH. Hasyim Ashari No.28f, RT.001/RW.005, Buaran Indah, Kec. Cipondoh, Kota Tangerang, Banten 15148",24,-6.185593,106.653269,all,store,07:00,22:00,07:00,22:00,5000,active,True,https://maps.app.goo.gl/iQXFpX3wuadUjQhPA,8881007297,Indonesia
FC_0062,501,CWSBY,Fore Coffee Ciputra World Surabaya,Ciputra World Surabaya,"Fore Coffee Ciputra World Surabaya - Surabaya Superblock, Jl. Mayjen Sungkono No.87-89 Ciputra World, Gn. Sari, Kec. Dukuhpakis, Surabaya, Jawa Timur 60224",3,-7.2933168,112.7185699,all,store,07:00,22:00,07:00,21:00,5000,coming_soon,False,https://maps.app.goo.gl/2QwPM4AbxS6MDsKh6,88975974703,Indonesia
FC_0063,216,Fore Coffee Cirebon Super Block Mall,Fore Coffee Cirebon Super Block Mall,Cirebon Super Block Mall,"Fore Coffee - Komp. Chelsea Blue Ruko 9 - 10, Jl. DR. Cipto Mangunkusumo No.26, Pekiringan, Kec. Kesambi, Kota Cirebon, Jawa Barat 45131",21,-6.717786,108.549843,all,store,10:00,22:00,10:00,21:00,5000,active,True,https://goo.gl/maps/wDHocSRm6YjArXJLA,88975341794,Indonesia
FC_0064,284,Cireundeu,Fore Coffee Cireundeu,Cireundeu,"Fore Coffee - Jl. Cireundeu Raya RT 001/RW 01, Kel. Cireundeu, Kec. Ciputat Timur, Kota Tangerang Selatan",1,-6.3148604,106.7694028,all,store,07:00,23:00,07:00,22:00,5000,active,True,https://goo.gl/maps/G7c6tM6sF84WUHPn8,88978646905,Indonesia
FC_0065,402,CTDLN,Fore Coffee Citadel Square Ngaliyan,Citadel Square Ngaliyan,"Fore Coffee Citadel Ngaliyan, Semarang -  Jl. Prof. Dr. Hamka No.105, Ngaliyan, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50181",11,-7.0006935,110.3413424,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/CsqezSS4Lt2gs7NR6,81944217649,Indonesia
FC_0066,248,Fore Coffee Citimall Bontang,Fore Coffee Citimall Bontang,Citimall Bontang,"Fore Coffee - Jl. Jendral Soedirman, Kelurahan Tanjung Laut, Kecamatan Bontang Selatan, Kota Bontang, Kalimantan Timur 75325 (Unit G-0080 & G-0090)",34,0.1204603,117.4846288,all,store,10:00,22:00,10:00,21:00,5000,active,True,https://goo.gl/maps/mwtXkHvdwQkSTvha9,8881701700,Indonesia
FC_0067,210,Fore Coffee Citimall Sukabumi,Fore Coffee Citimall Sukabumi,Citimall Sukabumi,"Fore Coffee - Jl. A. Yani No.121-127, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111",18,-6.9222894,106.9265909,all,store,08:00,21:00,08:00,20:00,5000,active,True,https://goo.gl/maps/odCXeVPVJsLpMu5M9,88975341795,Indonesia
FC_0068,540,CTR2,Fore Coffee Citra 2,Citra 2,"Fore Coffee Citra 2 - Jl. Citra Garden 2 Blok H2 No.3A, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11830",1,-6.1439937,106.7068671,all,store,07:00,22:00,07:00,21:00,5000,active,True,https://maps.app.goo.gl/BGzXCHtii8Lgos3j9,88975974680,Indonesia
